grid_id,institution,city,state,country
grid.455659.e,Kalos Technologies,Dayton,Ohio,United States
grid.455660.4,Intuitive Research and Technology Corporation,Huntsville,Alabama,United States
grid.455661.5,Invariant Corporation,Huntsville,Alabama,United States
grid.455662.6,Kalscott Engineering,Lawrence,Kansas,United States
grid.455663.7,Lambda Instruments,Blacksburg,Virginia,United States
grid.455664.0,Orbotech,Billerica,Massachusetts,United States
grid.455665.1,Altamira Technologies,McLean,Virginia,United States
grid.455666.2,Information Extraction & Transport,Arlington,Virginia,United States
grid.455667.3,InView Technology Corporation,Austin,Texas,United States
grid.455668.c,Lambda Science,Wayne,Pennsylvania,United States
grid.455669.d,Information International Associates,Oak Ridge,Tennessee,United States
grid.455670.5,Invocon,Houston,Texas,United States
grid.455671.4,Viaspace,Walnut,California,United States
grid.455672.7,Kalsi Engineering,Sugar Land,Texas,United States
grid.455673.6,Karagozian & Case,Glendale,California,United States
grid.455674.1,Intelligent Systems Research,Thousand Oaks,California,United States
grid.455675.0,Integrated Photonics Technology,Carlsbad,California,United States
grid.455676.3,NCI Information Systems,Reston,Virginia,United States
grid.455677.2,Information Systems Laboratories,San Diego,California,United States
grid.455678.d,Intelligent Systems Technology,Los Angeles,California,United States
grid.455679.c,Lasen,Las Cruces,New Mexico,United States
grid.455680.a,Irflex,Danville,Virginia,United States
grid.455681.b,Plasan,Bennington,Vermont,United States
grid.455682.8,Iris Technology,Irvine,California,United States
grid.455683.9,Information System Technologies,Fort Collins,Colorado,United States
grid.455684.e,iRobot,Bedford,Massachusetts,United States
grid.455685.f,KCF Technologies,State College,Pennsylvania,United States
grid.455686.c,ISSAC,Colorado Springs,Colorado,United States
grid.455687.d,Infrared Laboratories,Tucson,Arizona,United States
grid.455688.2,KLSS,Beavercreek,Ohio,United States
grid.455689.3,Innoflight,San Diego,California,United States
grid.455690.b,Newport,Irvine,California,United States
grid.455691.a,Maryland Aerospace,Crofton,Maryland,United States
grid.455692.9,J.B. Anderson & Son,Irwin,Pennsylvania,United States
grid.455693.8,Interdisciplinary Consulting Corporation,Gainesville,Florida,United States
grid.455694.f,DragoonITCN,Dayton,Ohio,United States
grid.455695.e,1Spatial,Sterling,Virginia,United States
grid.455696.d,J.A. Woollam Company,Lincoln,Nebraska,United States
grid.455697.c,Keystone Synergistic Enterprises,Port Saint Lucie,Florida,United States
grid.455698.3,InnovaTek,Richland,Washington,United States
grid.455699.2,Kigre,Hilton Head,South Carolina,United States
grid.455700.3,International Association of Virtual Organizations,Durham,North Carolina,United States
grid.455701.2,International Electronic Machines,Troy,New York,United States
grid.455702.1,Potawatomi Business Development,Milwaukee,Wisconsin,United States
grid.455703.0,Kinetic BEI,South Elgin,Illinois,United States
grid.455704.7,Dynacast,Charlotte,North Carolina,United States
grid.455705.6,Innovative Configuration,Aptos,California,United States
grid.455706.5,Kion Defense Technologies,Bryn Athyn,Pennsylvania,United States
grid.455707.4,Laser Operations,Los Angeles,California,United States
grid.455708.b,Innovative Defense Technologies,Arlington,Virginia,United States
grid.455709.a,APi Group,New Brighton,Minnesota,United States
grid.455710.2,JDLL,Midvale,Utah,United States
grid.455711.3,JEM Engineering,Laurel,Maryland,United States
grid.455712.0,Innovative Dynamics,Ithaca,New York,United States
grid.455713.1,Jentek Sensors,Waltham,Massachusetts,United States
grid.455714.6,Left Hand Design,Longmont,Colorado,United States
grid.455715.7,Littoral Research Group,Metairie,Louisiana,United States
grid.455716.4,Innovative Research,Minneapolis,Minnesota,United States
grid.455717.5,LiveData,Cambridge,Massachusetts,United States
grid.455718.a,Level Set Systems,Los Angeles,California,United States
grid.455719.b,Lewis Innovative Technologies,Decatur,Alabama,United States
grid.455720.1,Makel Engineering,Chico,California,United States
grid.455721.0,Knobley Technical Associates,Keyser,West Virginia,United States
grid.455722.3,LoadPath,Albuquerque,New Mexico,United States
grid.455723.2,Logikos,Fort Wayne,Indiana,United States
grid.455724.5,Intelligent Light,Rutherford,New Jersey,United States
grid.455725.4,Communications & Power Industries,Palo Alto,California,United States
grid.455726.7,Job Performance Systems,Alexandria,Virginia,United States
grid.455727.6,UAV Turbines,Miami,Florida,United States
grid.455728.9,Li Creative Technologies,Florham Park,New Jersey,United States
grid.455729.8,Johnson Research & Development,Atlanta,Georgia,United States
grid.455730.0,Management Sciences,Albuquerque,New Mexico,United States
grid.455731.1,Logos Technologies,Fairfax,Virginia,United States
grid.455732.2,OptiGrate,Oviedo,Florida,United States
grid.455733.3,MTS3,Fairfax,Virginia,United States
grid.455734.4,Loki,Rolla,Missouri,United States
grid.455735.5,Manning Applied Technology,Troy,Idaho,United States
grid.455736.6,LightSpin Technologies,Bethesda,Maryland,United States
grid.455737.7,Sierra Engineering,Sacramento,California,United States
grid.455738.8,Koo & Associates International,Austin,Texas,United States
grid.455739.9,Marine Acoustics,Middletown,Rhode Island,United States
grid.455740.7,Maritime Applied Physics Corporation,Baltimore,Maryland,United States
grid.455741.6,Lowell Digisonde International,Lowell,Massachusetts,United States
grid.455742.5,MARK Resources,Torrance,California,United States
grid.455743.4,Mercury Systems,Cypress,California,United States
grid.455744.3,LPA Software Solutions,Rochester,New York,United States
grid.455745.2,Kord Technologies,Huntsville,Alabama,United States
grid.455746.1,JRM Technologies,Fredericksburg,Virginia,United States
grid.455747.0,LSP Technologies,Dublin,Ohio,United States
grid.455748.f,JX Crystals,Issaquah,Washington,United States
grid.455749.e,Marotta Controls,Morristown,New Jersey,United States
grid.455750.6,Ludlum Measurements,Sweetwater,Texas,United States
grid.455751.7,Thorlabs,Newton,New Jersey,United States
grid.455752.4,MaxPower,Harleysville,Pennsylvania,United States
grid.455753.5,Harvard College Observatory,Cambridge,Massachusetts,United States
grid.455754.2,Harvard-Smithsonian Center for Astrophysics,Cambridge,Massachusetts,United States
grid.455755.3,LightWorks,Longmont,Colorado,United States
grid.455756.0,API Technologies,Orlando,Florida,United States
grid.455757.1,Assa Abloy,New Haven,Connecticut,United States
grid.455758.e,MAYA Design,Pittsburgh,Pennsylvania,United States
grid.455759.f,Linden Photonics,Westford,Massachusetts,United States
grid.455760.5,Kulite,Leonia,New Jersey,United States
grid.455761.4,Luminit,Torrance,California,United States
grid.455762.7,Mayachitra,Santa Barbara,California,United States
grid.455763.6,Massa Products,Hingham,Massachusetts,United States
grid.455764.1,Mayflower Communications,Bedford,Massachusetts,United States
grid.455765.0,Lindsay Associates Architects,Glenview,Illinois,United States
grid.455766.3,McGaw Technology,Fairview Park,Ohio,United States
grid.455767.2,Metron,Reston,Virginia,United States
grid.455768.d,Salutron,Fremont,California,United States
grid.455769.c,Luxel,Friday Harbor,Washington,United States
grid.455770.4,Material Concepts,Philadelphia,Pennsylvania,United States
grid.455771.5,McQ,Fredericksburg,Virginia,United States
grid.455772.6,Metronome,Laguna Hills,California,United States
grid.455773.7,Material Innovations,Huntington Beach,California,United States
grid.455774.0,Linearizer Technology,Trenton,New Jersey,United States
grid.455775.1,METSS,Westerville,Ohio,United States
grid.455776.2,Lumir Research Institute,Grayslake,Illinois,United States
grid.455777.3,LinkNet,Sausalito,California,United States
grid.455778.c,Materials Processing,Irving,Texas,United States
grid.455779.d,Materials Research & Design,Wayne,Pennsylvania,United States
grid.455780.b,LinQuest,Los Angeles,California,United States
grid.455781.a,Springmatter,Ann Arbor,Michigan,United States
grid.455782.9,Measurement Technology Northwest,Seattle,Washington,United States
grid.455783.8,Mechanical Solutions,Hanover,New Jersey,United States
grid.455784.f,Materials Research Institute,Dayton,Ohio,United States
grid.455785.e,Parker Hannifin,Cleveland,Ohio,United States
grid.455786.d,Lite Machines,West Lafayette,Indiana,United States
grid.455787.c,Materials Sciences,Horsham,Pennsylvania,United States
grid.455788.3,Proxim,Fremont,California,United States
grid.455789.2,Azmark Aero System,Gilbert,Arizona,United States
grid.455790.a,Materials Systems,Littleton,Massachusetts,United States
grid.455791.b,MegaWave,Ayer,Massachusetts,United States
grid.455792.8,Materials Technologies,Fairfield,Connecticut,United States
grid.455793.9,M. Alexander Nugent Consulting,Santa Fe,New Mexico,United States
grid.455794.e,Micro Cooling Concepts,Huntington Beach,California,United States
grid.455795.f,Mathematical Systems & Solutions,Pasadena,California,United States
grid.455796.c,M4 Engineering,Long Beach,California,United States
grid.455797.d,MicroAssembly Technologies,Richmond,California,United States
grid.455798.2,MWT Materials,Passaic,New Jersey,United States
grid.455799.3,Mach I,King of Prussia,Pennsylvania,United States
grid.455800.c,Menon International,San Diego,California,United States
grid.455801.d,PTC,Boston,Massachusetts,United States
grid.455802.e,Mentis Sciences,Manchester,New Hampshire,United States
grid.455803.f,Mathtech,Falls Church,Virginia,United States
grid.455804.8,Mentor Technologies,Tulsa,Oklahoma,United States
grid.455805.9,Matrix Research,Dayton,Ohio,United States
grid.455806.a,Matsys,Sterling,Virginia,United States
grid.455807.b,MagiQ Technologies,Somerville,Massachusetts,United States
grid.455808.4,Microcom,Lewis Center,Ohio,United States
grid.455809.5,Maverick,Blue Ash,Ohio,United States
grid.455810.d,MESH,Oxford,Pennsylvania,United States
grid.455811.c,Magnolia Optical Technologies,Woburn,Massachusetts,United States
grid.455812.f,MicroContinuum,Cambridge,Massachusetts,United States
grid.455813.e,Smiths Interconnect,Thousand Oaks,California,United States
grid.455814.9,Abakan,Miami,Florida,United States
grid.455815.8,MaXentric Technologies,Fort Lee,New Jersey,United States
grid.455816.b,Magnolia Solar,Woburn,Massachusetts,United States
grid.455817.a,MTECH Laboratories,Ballston Spa,New York,United States
grid.455818.5,Microelectronics Research Development,Colorado Springs,Colorado,United States
grid.455819.4,Ballard Power Systems,Lowell,Massachusetts,United States
grid.455820.e,CACI International,Arlington,Virginia,United States
grid.455821.f,VT Systems,Alexandria,Virginia,United States
grid.455822.c,MesoScribe Technologies,Saint James,New York,United States
grid.455823.d,Makai Ocean Engineering,Kailua,Hawaii,United States
grid.455824.a,Ducommun,Carson,California,United States
grid.455825.b,MTS Technologies,Arlington,Virginia,United States
grid.455826.8,Metacomp Technologies,Agoura Hills,California,United States
grid.455827.9,Mudawar Thermal Systems,West Lafayette,Indiana,United States
grid.455828.6,Nelson Engineering,Merritt Island,Florida,United States
grid.455829.7,Minerva Systems & Technologies,Newport,Rhode Island,United States
grid.455830.f,Metal Oxide Technologies,Houston,Texas,United States
grid.455831.e,Metamagnetics,Canton,Massachusetts,United States
grid.455832.d,Zebra Technologies,Lincolnshire,Illinois,United States
grid.455833.c,Microphase Coatings,Garner,North Carolina,United States
grid.455834.b,Minnesota Wire,Saint Paul,Minnesota,United States
grid.455835.a,Metis Design Corporation,Boston,Massachusetts,United States
grid.455836.9,Optonicus,Dayton,Ohio,United States
grid.455837.8,Net Squared,Davis,California,United States
grid.455838.7,MicroVision,Redmond,Washington,United States
grid.455839.6,Metna,Lansing,Michigan,United States
grid.455841.9,Microwave Bonding Instruments,Arcadia,California,United States
grid.455842.a,Microwave Monolithics,Simi Valley,California,United States
grid.455843.b,Network Sensing Technologies,Fort Walton Beach,Florida,United States
grid.455844.c,Metric Systems Corporation,Vista,California,United States
grid.455845.d,MicroXact,Blacksburg,Virginia,United States
grid.455846.e,MYMIC,Portsmouth,Virginia,United States
grid.455847.f,Solvay,Houston,Texas,United States
grid.455848.0,Mirion Technologies,San Ramon,California,United States
grid.455849.1,MZA Associates,Albuquerque,New Mexico,United States
grid.455850.9,Neva Ridge Technologies,Boulder,Colorado,United States
grid.455851.8,Midé Technology,Medford,Massachusetts,United States
grid.455852.b,New England Research,White River Junction,Vermont,United States
grid.455853.a,MKP Structural Design Associates,Dexter,Michigan,United States
grid.455854.d,mZeal Communications,Littleton,Massachusetts,United States
grid.455855.c,Migma,Walpole,Massachusetts,United States
grid.455856.f,MMA Design,Boulder,Colorado,United States
grid.455857.e,NAL Research,Manassas,Virginia,United States
grid.455858.1,Nu-Trek,San Diego,California,United States
grid.455859.0,Next Century Corporation,Columbia,Maryland,United States
grid.455860.a,Morcom International,Chantilly,Virginia,United States
grid.455861.b,MMICMAN,Clearwater,Florida,United States
grid.455862.8,NextGen Aeronautics,Torrance,California,United States
grid.455863.9,Mobile Intelligence,Livonia,Michigan,United States
grid.455864.e,Vesta Sciences,Salt Lake City,Utah,United States
grid.455865.f,Mikros Systems,Princeton,New Jersey,United States
grid.455866.c,Neya Systems,Pittsburgh,Pennsylvania,United States
grid.455867.d,Modern Technology Solutions,Alexandria,Virginia,United States
grid.455868.2,Milcord,Waltham,Massachusetts,United States
grid.455869.3,Nalas Engineering Services,Essex Village,Connecticut,United States
grid.455870.b,Modus Operandi,Melbourne,Florida,United States
grid.455871.a,Nico Technologies,Ann Arbor,Michigan,United States
grid.455872.9,NanoLab,Waltham,Massachusetts,United States
grid.455873.8,MOHR Test and Measurement,Richland,Washington,United States
grid.455874.f,NuCrypt,Evanston,Illinois,United States
grid.455875.e,Nielsen Engineering & Research,Santa Clara,California,United States
grid.455876.d,NumerEx,Albuquerque,New Mexico,United States
grid.455877.c,Monterey Technologies,Monterey,California,United States
grid.455878.3,Innosys,Salt Lake City,Utah,United States
grid.455879.2,Numerica Corporation,Fort Collins,Colorado,United States
grid.455880.4,Nanophase Technologies,Romeoville,Illinois,United States
grid.455881.5,Millennium Engineering and Integration,Arlington,Virginia,United States
grid.455882.6,Morton Photonics,Friendship Village,Maryland,United States
grid.455883.7,MACOM,Lowell,Massachusetts,United States
grid.455884.0,Mosaic ATM,Leesburg,Virginia,United States
grid.455885.1,Nanotrons,Woburn,Massachusetts,United States
grid.455886.2,Nutronics,Boulder,Colorado,United States
grid.455887.3,Phillips Service Industries,Livonia,Michigan,United States
grid.455888.c,Nlogic,Huntsville,Alabama,United States
grid.455889.d,Systems & Processes Engineering Corporation,Austin,Texas,United States
grid.455890.5,NuWaves Engineering,Middletown,Ohio,United States
grid.455891.4,NDI Engineering Company,Thorofare,New Jersey,United States
grid.455892.7,Noisecom,Parsippany,New Jersey,United States
grid.455893.6,Nokomis,Charleroi,Pennsylvania,United States
grid.455894.1,Near Earth Autonomy,Pittsburgh,Pennsylvania,United States
grid.455895.0,Omnitek Partners,Ronkonkoma,New York,United States
grid.455896.3,ObjectVideo,Reston,Virginia,United States
grid.455897.2,Orbit Logic,Greenbelt,Maryland,United States
grid.455898.d,STARR Life Sciences,Oakmont,Pennsylvania,United States
grid.455899.c,Ocean Acoustical Services and Instrumentation Systems,Lexington,Massachusetts,United States
grid.455900.d,Ontar,North Andover,Massachusetts,United States
grid.455901.c,Ocean Optics,Dunedin,Florida,United States
grid.455902.f,InterSyn Technologies,Houston,Texas,United States
grid.455903.e,Onyx Optics,Dublin,California,United States
grid.455904.9,Montana Economic Revitalization and Development Institute,Butte,Montana,United States
grid.455905.8,Ocean Power Technologies,Princeton,New Jersey,United States
grid.455906.b,Ordela,Oak Ridge,Tennessee,United States
grid.455907.a,Nova Management,Monterey,California,United States
grid.455908.5,Ocellus,Livermore,California,United States
grid.455909.4,Orielle,Pullman,Washington,United States
grid.455910.c,NovaSpectra,Rolling Hills Estates,California,United States
grid.455911.d,Iteris,Santa Ana,California,United States
grid.455912.e,Novatio Engineering,Waltham,Massachusetts,United States
grid.455913.f,Ormond,Auburn,Washington,United States
grid.455914.8,Peregrine Falcon,Pleasanton,California,United States
grid.455915.9,POET Technologies,Storrs,Connecticut,United States
grid.455916.a,Nscrypt,Orlando,Florida,United States
grid.455917.b,Orono Spectral Solutions,Bangor,Maine,United States
grid.455918.4,Orora Design Technologies,Redmond,Washington,United States
grid.455919.5,Murata,Smyrna,Georgia,United States
grid.455920.f,Riverbed,San Francisco,California,United States
grid.455921.e,Osborne & Associates,Modesto,California,United States
grid.455922.d,Out of the Fog Research,Mountain View,California,United States
grid.455923.c,Proof Research,Columbia Falls,Montana,United States
grid.455924.b,Odyssian Technology,South Bend,Indiana,United States
grid.455925.a,OEwaves,Pasadena,California,United States
grid.455926.9,Ogden Engineering & Associates,Tucson,Arizona,United States
grid.455927.8,Corporate Executive Board,Arlington,Virginia,United States
grid.455928.7,Oxazogen,Midland,Michigan,United States
grid.455929.6,Optellios,Newtown,Pennsylvania,United States
grid.455930.e,PC Krause & Associates,West Lafayette,Indiana,United States
grid.455931.f,Technology Service Corporation,Silver Spring,Maryland,United States
grid.455932.c,Phase Sensitive Innovations,Newark,Delaware,United States
grid.455933.d,Omega Piezo Technologies,State College,Pennsylvania,United States
grid.455934.a,PAT Industries,Buellton,California,United States
grid.455935.b,PhaseSpace,San Leandro,California,United States
grid.455936.8,PHDS,Knoxville,Tennessee,United States
grid.455937.9,Optical Engines,Colorado Springs,Colorado,United States
grid.455938.6,Princeton Satellite Systems,Plainsboro Center,New Jersey,United States
grid.455939.7,Pacific Engineering,Lincoln,Nebraska,United States
grid.455940.9,Optical Physics Company,Calabasas,California,United States
grid.455941.8,Princeton Scientific,Easton,Pennsylvania,United States
grid.455942.b,Plasma Processes,Huntsville,Alabama,United States
grid.455943.a,Pacific Rim Engineering,San Diego,California,United States
grid.455944.d,Optical Sciences,Huntsville,Alabama,United States
grid.455945.c,Richardson Electronics,Geneva,Illinois,United States
grid.455946.f,Plasma Technology,Torrance,California,United States
grid.455947.e,Torch Hill Investment Partners,Washington D.C.,District of Columbia,United States
grid.455948.1,MS Technology,Charlotte,North Carolina,United States
grid.455949.0,Pioneer Astronautics,Lakewood,Colorado,United States
grid.455950.8,Pioneering Decisive Solutions,California,Maryland,United States
grid.455951.9,Safran,Arlington,Virginia,United States
grid.455952.a,PlainSight Group,New Haven,Connecticut,United States
grid.455953.b,Prism Computational Sciences,Madison,Wisconsin,United States
grid.455954.c,Professional Analysis,Alexandria,Virginia,United States
grid.455955.d,Plasmonics,Orlando,Florida,United States
grid.455956.e,Photon-X,Kissimmee,Florida,United States
grid.455957.f,PrivaTran,Austin,Texas,United States
grid.455958.0,Rolta,Alpharetta,Georgia,United States
grid.455960.b,Pro-Tech Design & Manufacturing,Santa Fe Springs,California,United States
grid.455961.a,Optimal Synthesis,Los Altos,California,United States
grid.455962.9,Paragon Space Development Corporation,Tucson,Arizona,United States
grid.455963.8,Parallax Research,Tallahassee,Florida,United States
grid.455964.f,Optimax,Ontario,New York,United States
grid.455965.e,Process Instruments,Salt Lake City,Utah,United States
grid.455966.d,Defense Holdings,Manassas Park,Virginia,United States
grid.455967.c,Photonic Systems,Billerica,Massachusetts,United States
grid.455968.3,Optimization Technology,Huntsville,Alabama,United States
grid.455969.2,ParaTools,Eugene,Oregon,United States
grid.455970.a,PnP Innovations,Albuquerque,New Mexico,United States
grid.455971.b,Production Products,St Louis,Missouri,United States
grid.455972.8,POC Tech Group,Leonardtown,Maryland,United States
grid.455973.9,Halliburton,Houston,Texas,United States
grid.455974.e,Polaris Sensor Technologies,Huntsville,Alabama,United States
grid.455975.f,Phygen,Minneapolis,Minnesota,United States
grid.455976.c,OptiPro Systems,Ontario,New York,United States
grid.455977.d,PartTec,Bloomington,Indiana,United States
grid.455978.2,Polatin Corporation,New Hartford,New York,United States
grid.455979.3,Pathfinder Systems,Arvada,Colorado,United States
grid.455980.5,Mistras Group,Princeton Junction,New Jersey,United States
grid.455981.4,Armstrong Flight Research Center,Rosamond,California,United States
grid.455982.7,Rockwell Automation,Milwaukee,Wisconsin,United States
grid.455983.6,Opto-Knowledge Systems,Torrance,California,United States
grid.455984.1,PolyK Technologies,State College,Pennsylvania,United States
grid.455985.0,Polymer Aging Concepts,Dahlonega,Georgia,United States
grid.455986.3,Polymeright,Fremont,California,United States
grid.455987.2,OR Concepts Applied,Whittier,California,United States
grid.455988.d,Professional Services Group,Sarasota,Florida,United States
grid.455989.c,PolymerPlus,Valley View,Ohio,United States
grid.455990.4,Mechmath,Prior Lake,Minnesota,United States
grid.455991.5,ORB Analytics,Concord,Massachusetts,United States
grid.455992.6,Memtronics,Richardson,Texas,United States
grid.455993.7,Sotera Defense Solutions,Herndon,Virginia,United States
grid.455994.0,"Physics, Materials and Applied Mathematics Research",Tucson,Arizona,United States
grid.455995.1,PDF Solutions,San Jose,California,United States
grid.455996.2,Michoud Assembly Facility,New Orleans,Louisiana,United States
grid.455997.3,Avigilon,Dallas,Texas,United States
grid.455998.c,Physitron,Huntsville,Alabama,United States
grid.455999.d,Prometheus,Sharon,Massachusetts,United States
grid.456000.7,Wallops Flight Facility,Wattsville,Virginia,United States
grid.456001.6,Propagation Research Associates,Marietta,Georgia,United States
grid.456002.5,Peerless Technologies,Fairborn,Ohio,United States
grid.456003.4,PEL Associates,Groton,Connecticut,United States
grid.456004.3,Propulsion Science and Technology,Langhorne,Pennsylvania,United States
grid.456005.2,Pragati Synergetic Research,Sunnyvale,California,United States
grid.456006.1,IQE,Bethlehem,Pennsylvania,United States
grid.456007.0,PROTO Manufacturing,Taylor,Michigan,United States
grid.456008.f,Quantum Group,San Diego,California,United States
grid.456009.e,Prototype Productions,Ashburn,Virginia,United States
grid.456010.6,RE2,Pittsburgh,Pennsylvania,United States
grid.456011.7,Quantum Intelligence,Santa Clara,California,United States
grid.456012.4,Reaction Systems,Golden,Colorado,United States
grid.456013.5,Quantum Leap Innovations,Newark,Delaware,United States
grid.456014.2,IDEX Corporation,Lake Forest,Illinois,United States
grid.456015.3,Real-Time Innovations,Sunnyvale,California,United States
grid.456016.0,LGL Group,Orlando,Florida,United States
grid.456017.1,Prediction Systems,Spring Lake,New Jersey,United States
grid.456018.e,Quantum Signal,Saline,Michigan,United States
grid.456019.f,Q-Peak,Bedford,Massachusetts,United States
grid.456020.5,Arotech,Ann Arbor,Michigan,United States
grid.456021.4,Premier Coatings,Dubuque,Iowa,United States
grid.456022.7,Quasonix,Sharonville,Ohio,United States
grid.456023.6,RBC Technologies,College Station,Texas,United States
grid.456024.1,PreTalen,Beavercreek,Ohio,United States
grid.456025.0,QmagiQ,Nashua,New Hampshire,United States
grid.456026.3,Redondo Optics,Redondo Beach,California,United States
grid.456027.2,QorTek,Williamsport,Pennsylvania,United States
grid.456029.c,QRDc,Chaska,Minnesota,United States
grid.456030.4,Qualtech Systems Incorporation,Hartford,Connecticut,United States
grid.456031.5,QuantaSpec,Burlington,Vermont,United States
grid.456032.6,QuickFlex,San Antonio,Texas,United States
grid.456033.7,RedZone Robotics,Pittsburgh,Pennsylvania,United States
grid.456034.0,RNET Technologies,Dayton,Ohio,United States
grid.456035.1,Princeton Lightwave,Cranbury,New Jersey,United States
grid.456036.2,Referentia Systems,Honolulu,Hawaii,United States
grid.456037.3,Princeton Microwave Technology,Mercerville,New Jersey,United States
grid.456038.c,Robert Heffley Engineering,Los Altos,California,United States
grid.456039.d,QuinStar Technology,Torrance,California,United States
grid.456040.3,Robotic Research,Gaithersburg,Maryland,United States
grid.456041.2,Robotics Research,Cincinnati,Ohio,United States
grid.456042.1,Robust Chip,Pleasanton,California,United States
grid.456043.0,Qunav,Fort Walton Beach,Florida,United States
grid.456044.7,Rock West Solutions,San Diego,California,United States
grid.456045.6,Reliable System Services,Melbourne,Florida,United States
grid.456046.5,ReliaCoat Technologies,Setauket-East Setauket,New York,United States
grid.456047.4,Quantum Design,San Diego,California,United States
grid.456048.b,Remcom,State College,Pennsylvania,United States
grid.456049.a,Jarden,Boca Raton,Florida,United States
grid.456050.2,Ross-Hime Designs,Saint Paul,Minnesota,United States
grid.456051.3,Science and Technology Applications,Moorpark,California,United States
grid.456052.0,Quantum Dimension,Huntington Beach,California,United States
grid.456054.6,Scientic,Huntsville,Alabama,United States
grid.456055.7,Scientific Applications & Research Associates,Cypress,California,United States
grid.456056.4,R&D Dynamics,Hartford,Connecticut,United States
grid.456057.5,Rotordynamics-Seal Research,Loomis,California,United States
grid.456058.a,Securboration,Melbourne,Florida,United States
grid.456059.b,RemoteReality,Westborough,Massachusetts,United States
grid.456060.1,RPA Electronic Solutions,Binghamton,New York,United States
grid.456061.0,RadiaBeam Technologies,Santa Monica,California,United States
grid.456062.3,Remtech,Birmingham,Alabama,United States
grid.456063.2,Radiance Technologies,Huntsville,Alabama,United States
grid.456064.5,Renaissance Sciences Corporation,Chandler,Arizona,United States
grid.456065.4,Radiant Research,Tempe,Arizona,United States
grid.456066.7,Renegade Materials Corporation,Miamisburg,Ohio,United States
grid.456067.6,Scientific Data Systems,Las Cruces,New Mexico,United States
grid.456068.9,Rugate Technologies,Oxford,Connecticut,United States
grid.456069.8,Cobham,Plainview,New York,United States
grid.456070.0,Research Applications Corporation,Los Alamos,New Mexico,United States
grid.456071.1,Sedna Digital Solutions,Manassas,Virginia,United States
grid.456072.2,Blatek,State College,Pennsylvania,United States
grid.456073.3,Seemann Composites,Gulfport,Mississippi,United States
grid.456074.4,Select Engineering Services,Layton,Utah,United States
grid.456075.5,Research Associates of Syracuse,Rome,New York,United States
grid.456076.6,Scientific Forming Technologies Corporation,Columbus,Ohio,United States
grid.456077.7,Selee Corporation,Hendersonville,North Carolina,United States
grid.456078.8,Semantic Designs,Austin,Texas,United States
grid.456079.9,SA Photonics,Los Gatos,California,United States
grid.456080.f,Research Network,Kennesaw,Georgia,United States
grid.456081.e,Semerane,Arlington,Texas,United States
grid.456082.d,SA Technologies,Marietta,Georgia,United States
grid.456083.c,Research Support Instruments,Lanham,Maryland,United States
grid.456084.b,Safe,Tempe,Arizona,United States
grid.456085.a,Sensera,Chelmsford,Massachusetts,United States
grid.456086.9,Reservoir Labs,New York,New York,United States
grid.456087.8,Rainbow Communications,Kansas City,Kansas,United States
grid.456088.7,Sensing Strategies Incorporation,Pennington,New Jersey,United States
grid.456089.6,RAM Laboratories,San Diego,California,United States
grid.456090.e,RAM Photonics,San Diego,California,United States
grid.456091.f,Sage Technologies,Manhattan Beach,California,United States
grid.456092.c,Rether Networks,Stony Brook,New York,United States
grid.456093.d,Scientific Solutions Innovative Research and Engineering,Nashua,New Hampshire,United States
grid.456094.a,Saab,East Syracuse,New York,United States
grid.456095.b,Sage Technologies,Warminster Heights,Pennsylvania,United States
grid.456096.8,Scientific Systems,Woburn,Massachusetts,United States
grid.456097.9,San Diego Composites,San Diego,California,United States
grid.456098.6,Reynard Corporation,San Clemente,California,United States
grid.456099.7,Sensor Concepts,Livermore,California,United States
grid.456100.6,Sanova,Long Island City,New York,United States
grid.456101.7,Scientific Simulations,Laramie,Wyoming,United States
grid.456102.4,SensorMetrix,San Diego,California,United States
grid.456103.5,Sentar,Huntsville,Alabama,United States
grid.456104.2,SciTec,Princeton,New Jersey,United States
grid.456105.3,Ultramed,North Hollywood,California,United States
grid.456106.0,Sapien Systems,San Diego,California,United States
grid.456107.1,RGS Associates,Arlington,Virginia,United States
grid.456108.e,Sentient Science,Buffalo,New York,United States
grid.456109.f,RBS Technologies,Beavercreek,Ohio,United States
grid.456110.7,RHAMM Technologies,Dayton,Ohio,United States
grid.456111.6,Saxet Surface Science,Austin,Texas,United States
grid.456112.5,DigiLens,Sunnyvale,California,United States
grid.456113.4,Ridgetop Group,Tucson,Arizona,United States
grid.456114.3,RCT Systems,Linthicum,Maryland,United States
grid.456115.2,SCA Technica,Merrimack,New Hampshire,United States
grid.456116.1,Separation Systems,Gulf Breeze,Florida,United States
grid.456117.0,Scope Group,Arlington,Virginia,United States
grid.456118.f,Scalable Network Technologies,Culver City,California,United States
grid.456119.e,RINI Technologies,Oviedo,Florida,United States
grid.456120.4,SCS Engineers,Long Beach,California,United States
grid.456121.5,Rite-Solutions,Pawcatuck,Connecticut,United States
grid.456123.7,Shape Change Technologies,Thousand Oaks,California,United States
grid.456124.0,RDA,Doylestown,Pennsylvania,United States
grid.456125.1,RDL,Los Angeles,California,United States
grid.456126.2,SdPhotonics,Orlando,Florida,United States
grid.456127.3,Shared Spectrum Company,Vienna,Virginia,United States
grid.456128.c,RDRtec,Dallas,Texas,United States
grid.456129.d,SDS International,Fredericksburg,Virginia,United States
grid.456130.5,Nuvera Biosciences,Saugus,Massachusetts,United States
